기지국명,NE_ID,VLAN_ID,IP,GW,RS_IP,DU TYPE,CH_0,CH_1,CH_2
SL_M서귀중문관광A1,24755,1950,10.110.237.96,10.110.237.65,10.113.226.8,DU30A,850M,2.6G,
SLR_W서귀하원A0,24623,1902,10.110.225.80,10.110.225.65,10.113.226.8,DU25,850M,2.6G,
SL_W서귀하원B0,24624,1902,10.110.225.88,10.110.225.65,10.113.226.8,DU25,850M,2.6G,
SL_W서귀하원B1,24625,1902,10.110.225.96,10.110.225.65,10.113.226.8,DU25,850M,2.6G,2.1G
SLR_W서귀휴양림A0,24626,1863,10.110.215.144,10.110.215.129,10.113.226.8,DU25,850M,2.6G,
SLR_W서귀하원영실A0,24627,1864,10.110.215.208,10.110.215.193,10.113.226.8,DU25,850M,2.6G,
SLR_W서귀색달1100A0,24628,2004,33.6.150.200,33.6.150.193,10.113.226.8,DU25,850M,,
SLN_W제주어리목A0,24629,2003,33.6.150.136,33.6.150.129,10.113.226.8,DU25,850M,2.6G,
SL_W제주어승생B0,24630,1872,10.110.217.208,10.110.217.193,10.113.226.8,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크A2,24632,1973,10.110.243.48,10.110.243.1,10.113.99.88,DU25,850M,2.6G,
SLN_W제주한라대학A0,24633,1873,10.110.218.16,10.110.218.1,10.113.226.8,DU25,850M,2.6G,2.1G
SLB_W제주노형뱅크A4,24634,1979,10.110.244.166,10.110.244.129,10.113.226.8,DU25,850M,2.6G,2.1G
SLN_W제주이호A0,24638,1870,10.110.217.80,10.110.217.65,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주노형뱅크A3,24639,1979,10.110.244.160,10.110.244.129,10.113.226.8,DU25,850M,2.6G,2.1G
SLB_W제주노형뱅크A1,24641,1979,10.110.244.144,10.110.244.129,10.113.226.8,DU25,850M,2.6G,2.1G
SLN_W제주노형대왕A0,24642,1857,10.110.214.24,10.110.214.1,10.113.226.8,DU25,850M,2.6G,2.1G
SLB_W제주노형뱅크A0,24643,1979,10.110.244.136,10.110.244.129,10.113.226.8,DU25,850M,2.6G,2.1G
SL_W제주노형대왕B0,24644,1857,10.110.214.32,10.110.214.1,10.113.226.8,DU25,850M,2.6G,2.1G
SLN_W제주에이스텔A0,24645,1856,10.110.213.208,10.110.213.193,10.113.226.8,DU25,850M,2.6G,
SLB_W제주노형뱅크A2,24646,1979,10.110.244.152,10.110.244.129,10.113.226.8,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크C1,24647,1972,10.110.242.200,10.110.242.193,10.113.99.88,DU25,850M,2.6G,2.1G
SLN_W제주연동대경A0,24648,1853,10.110.213.16,10.110.213.1,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크D2,24649,1973,10.110.243.24,10.110.243.1,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크A3,24650,1972,10.110.242.224,10.110.242.193,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크B2,24651,1977,10.110.244.24,10.110.244.1,10.113.99.88,DU25,850M,2.6G,
SLB_W제주연동뱅크D3,24653,1973,10.110.243.32,10.110.243.1,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크B0,24655,1977,10.110.244.8,10.110.244.1,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크B1,24657,1977,10.110.244.16,10.110.244.1,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크D0,24658,1972,10.110.242.232,10.110.242.193,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크C4,24660,1972,10.110.242.216,10.110.242.193,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크C2,24661,1972,10.110.242.208,10.110.242.193,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크D1,24664,1973,10.110.243.16,10.110.243.1,10.113.99.88,DU25,850M,2.6G,
SLB_W제주연동뱅크B4,24666,1977,10.110.244.40,10.110.244.1,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크C3,24667,1978,10.110.244.88,10.110.244.65,10.113.99.88,DU25,850M,2.6G,2.1G
SLN_W제주용담이동A0,24668,1916,10.110.228.208,10.110.228.193,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주용담뱅크A4,24669,1949,10.110.237.32,10.110.237.1,10.113.226.8,DU25,850M,2.6G,2.1G
SLB_W제주용담뱅크A0,24670,1949,10.110.237.40,10.110.237.1,10.113.226.8,DU25,850M,2.6G,
SLB_W제주용담뱅크A2,24672,1959,10.110.239.160,10.110.239.129,10.113.226.8,DU25,850M,2.6G,2.1G
SLB_W제주용담뱅크A6,24673,1959,10.110.239.168,10.110.239.129,10.113.226.8,DU25,850M,2.6G,2.1G
SLB_W제주일도뱅크A7,24674,1941,10.110.235.32,10.110.235.1,10.113.99.88,DU25,850M,2.6G,
SLN_W제주사라봉A0,24675,1914,10.110.228.80,10.110.228.65,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주일도뱅크A3,24676,1941,10.110.235.40,10.110.235.1,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주일도뱅크A9,24677,1941,10.110.235.48,10.110.235.1,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주용담뱅크A5,24678,1959,10.110.239.176,10.110.239.129,10.113.226.8,DU25,850M,2.6G,
SLB_W제주용담뱅크A1,24679,1959,10.110.239.170,10.110.239.129,10.113.226.8,DU25,850M,2.6G,2.1G
SL_M제주광양CGVA0,24680,1934,10.110.233.72,10.110.233.65,10.113.99.88,DU30A,850M,2.6G,2.1G
SL_M제주광양CGVB0,24681,1952,10.110.237.216,10.110.237.193,10.113.99.88,DU30A,850M,2.6G,2.1G
SL_M제주광양CGVA1,24682,1952,10.110.237.224,10.110.237.193,10.113.99.88,DU30A,850M,2.6G,2.1G
SLN_W제주이도A0,24683,1939,10.110.234.144,10.110.234.129,10.113.99.88,DU25,850M,2.6G,
SLB_W제주일도뱅크A2,24684,1941,10.110.235.42,10.110.235.1,10.113.99.88,DU25,850M,2.6G,
SLB_W제주일도뱅크A8,24685,1941,10.110.235.50,10.110.235.1,10.113.99.88,DU25,850M,2.6G,
SLB_W제주일도뱅크A1,24687,1951,10.110.237.160,10.110.237.129,10.113.99.88,DU25,850M,2.6G,2.1G
SLN_W제주도남사로A0,24688,1915,10.110.228.144,10.110.228.129,10.113.226.8,DU25,850M,2.6G,
SLB_W제주연동뱅크C0,24689,1978,10.110.244.80,10.110.244.65,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주일도뱅크A6,24690,1951,10.110.237.168,10.110.237.129,10.113.99.88,DU25,850M,2.6G,
SLB_W제주일도뱅크A4,24692,1951,10.110.237.162,10.110.237.129,10.113.99.88,DU25,850M,2.6G,2.1G
SLN_W제주오라A0,24693,1946,10.110.236.80,10.110.236.65,10.113.99.88,DU25,850M,2.6G,
SLB_W제주연동뱅크A0,24694,1972,10.110.242.240,10.110.242.193,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크A1,24695,1973,10.110.243.40,10.110.243.1,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주연동뱅크B3,24696,1977,10.110.244.32,10.110.244.1,10.113.99.88,DU25,850M,2.6G,2.1G
SLN_W제주하이트A0,24699,1921,10.110.230.16,10.110.230.1,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W제주일도뱅크A5,24700,1951,10.110.237.170,10.110.237.129,10.113.99.88,DU25,850M,2.6G,
SLR_W제주삼양A0,24705,1932,10.110.232.208,10.110.232.193,10.113.226.8,DU25,850M,2.6G,2.1G
SLR_W서귀성산일출A0,24707,2376,33.6.93.200,33.6.93.193,10.113.226.8,DU25,850M,2.6G,2.1G
SLR_W제주봉개A0,24708,1933,10.110.233.16,10.110.233.1,10.113.226.8,DU25,850M,2.6G,2.1G
SL_W제주봉개B0,24709,1933,10.110.233.24,10.110.233.1,10.113.226.8,DU25,850M,2.6G,2.1G
SLR_W제주명도암A0,24710,1929,10.110.232.16,10.110.232.1,10.113.226.8,DU25,850M,2.6G,2.1G
SL_W서귀상효B1,24713,2101,33.6.150.16,33.6.150.1,10.113.226.8,DU25,850M,2.6G,2.1G
SL_W서귀상효B0,24714,2101,33.6.150.24,33.6.150.1,10.113.226.8,DU25,850M,2.6G,
SLR_W서귀하효A0,24715,2102,33.6.150.72,33.6.150.65,10.113.226.8,DU25,850M,2.6G,
SLB_W서귀뱅크A8,24716,1948,10.110.236.208,10.110.236.193,10.113.99.118,DU25,850M,2.6G,
SLB_W서귀뱅크A3,24717,1948,10.110.236.216,10.110.236.193,10.113.99.118,DU25,850M,2.6G,
SLN_W서귀동홍A0,24718,1885,10.110.221.16,10.110.221.1,10.113.99.118,DU25,850M,2.6G,2.1G
SLB_W서귀뱅크A5,24719,1948,10.110.236.224,10.110.236.193,10.113.99.118,DU25,850M,2.6G,2.1G
SLB_W서귀뱅크A0,24720,1948,10.110.236.232,10.110.236.193,10.113.99.118,DU25,850M,2.6G,
SLB_W서귀뱅크A6,24722,1948,10.110.236.240,10.110.236.193,10.113.99.118,DU25,850M,2.6G,2.1G
SLB_W서귀뱅크A1,24723,1958,10.110.239.96,10.110.239.65,10.113.99.118,DU25,850M,2.6G,2.1G
SLB_W서귀뱅크A2,24724,1958,10.110.239.104,10.110.239.65,10.113.99.118,DU25,850M,2.6G,
SLB_W서귀뱅크A4,24725,1958,10.110.239.112,10.110.239.65,10.113.99.118,DU25,850M,2.6G,2.1G
SLB_W서귀뱅크A7,24727,1958,10.110.239.106,10.110.239.65,10.113.99.118,DU25,850M,2.6G,
SLR_W서귀호근A0,24728,1901,10.110.225.16,10.110.225.1,10.113.226.8,DU25,850M,2.6G,2.1G
SL_W서귀호근B0,24729,1901,10.110.225.24,10.110.225.1,10.113.226.8,DU25,850M,2.6G,2.1G
SLR_W서귀호근산록A0,24730,1893,10.110.223.16,10.110.223.1,10.113.226.8,DU25,850M,2.6G,2.1G
SL_W서귀호근귤림A0,24731,1955,10.110.238.144,10.110.238.129,10.113.226.8,DU25,850M,2.6G,
SL_W서귀호근귤림A1,24732,1955,10.110.238.152,10.110.238.129,10.113.226.8,DU25,850M,2.6G,
SLR_W서귀강정B0,24733,1883,10.110.220.144,10.110.220.129,10.113.226.8,DU25,850M,2.6G,
SLB_W서귀강정A0,24734,1883,10.110.220.152,10.110.220.129,10.113.99.118,DU25,850M,2.6G,2.1G
SLB_W서귀강정A1,24735,1883,10.110.220.160,10.110.220.129,10.113.99.118,DU25,850M,2.6G,
SLR_W서귀남원성판A0,24736,2363,33.6.90.136,33.6.90.129,10.113.226.8,DU25,850M,2.6G,
SLR_W제주견월악A0,24737,1942,10.110.235.80,10.110.235.65,10.113.226.8,DU25,850M,2.6G,
SL_W제주관음사A0,24738,1877,10.110.219.16,10.110.219.1,10.113.226.8,DU25,850M,2.6G,
SL_W제주관음사A1,24739,1877,10.110.219.24,10.110.219.1,10.113.226.8,DU25,850M,2.6G,
SL_W제주제대후문A0,24741,1876,10.110.218.200,10.110.218.193,10.113.226.8,DU25,850M,2.6G,2.1G
SLR_W제주제대A0,24742,1968,10.110.241.208,10.110.241.193,10.113.226.8,DU25,850M,2.6G,2.1G
SLR_W제주제대정문A0,24743,1975,10.110.243.144,10.110.243.129,10.113.226.8,DU25,850M,2.6G,2.1G
SL_W제주제대정문B0,24744,1975,10.110.243.152,10.110.243.129,10.113.226.8,DU25,850M,2.6G,2.1G
SL_M제주아라주공A0,24747,1874,10.110.218.96,10.110.218.65,10.113.226.8,DU30A,850M,2.6G,2.1G
SL_M제주아라주공A1,24748,1874,10.110.218.104,10.110.218.65,10.113.226.8,DU30A,850M,2.6G,
SL_M제주아라주공B0,24749,1874,10.110.218.112,10.110.218.65,10.113.226.8,DU30A,850M,2.6G,2.1G
SL_M제주아라주공B1,24750,1874,10.110.218.114,10.110.218.65,10.113.226.8,DU30A,850M,2.6G,2.1G
SLB_W전주인후뱅크A0,50000,1677,10.110.169.32,10.110.169.1,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주인후뱅크A1,50001,1677,10.110.169.40,10.110.169.1,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주인후뱅크A2,50003,1677,10.110.169.42,10.110.169.1,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주인후뱅크A3,50004,1677,10.110.169.44,10.110.169.1,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주인후뱅크A4,50007,1677,10.110.169.52,10.110.169.1,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W익산동산뱅크A0,8700,1545,10.111.136.32,10.111.136.1,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W익산동산뱅크A1,8702,2022,33.6.5.80,33.6.5.65,10.113.224.8,DU25,850M,2.6G,
SLB_W익산동산뱅크A2,8703,2022,33.6.5.72,33.6.5.65,10.113.224.8,DU25,850M,2.6G,2.1G
SL_W익산배산지구A0,8705,2005,33.6.1.16,33.6.1.1,10.113.224.8,DU25,850M,2.6G,
SL_W익산배산지구A1,8706,2005,33.6.1.8,33.6.1.1,10.113.224.8,DU25,850M,2.6G,
SL_W익산시보건소A0,8707,1551,10.111.137.144,10.111.137.129,10.113.224.8,DU25,850M,2.6G,
SLR_W군산개정A0,8709,2402,33.6.225.72,33.6.225.65,10.113.224.8,DU25,850M,2.6G,
SLR_W군산내초A0,8710,2404,33.6.225.200,33.6.225.193,10.113.224.8,DU25,850M,2.6G,
SL_W군산내초B0,8712,1511,10.110.127.160,10.110.127.129,10.113.224.8,DU25,850M,2.6G,2.1G
SLR_W군산미룡A0,8713,1732,10.110.182.208,10.110.182.193,10.113.224.8,DU25,850M,2.6G,2.1G
SL_W군산미룡B0,8714,1732,10.110.182.216,10.110.182.193,10.113.224.8,DU25,850M,2.6G,
SL_W군산미룡부향A0,8716,1517,10.110.129.16,10.110.129.1,10.113.224.8,DU25,850M,2.6G,
SL_W군산산북성일A0,8718,1549,10.110.137.16,10.110.137.1,10.113.224.8,DU25,850M,2.6G,
SL_W군산산북성일A1,8719,2409,33.6.227.8,33.6.227.1,10.113.224.8,DU25,850M,2.6G,
SL_M군산산업단지A0,8720,1738,10.110.184.72,10.110.184.65,10.113.224.8,DU30A,850M,2.6G,
SL_M군산산업단지A1,8721,2273,33.6.68.16,33.6.68.1,10.113.224.8,DU30A,850M,2.6G,
SL_M군산산업단지B1,8722,2273,33.6.68.8,33.6.68.1,10.113.224.8,DU30A,850M,2.6G,
SLR_W군산소룡A0,8723,1733,10.110.183.16,10.110.183.1,10.113.224.8,DU25,850M,2.6G,
SL_W군산소룡B0,8724,1733,10.110.183.24,10.110.183.1,10.113.224.8,DU25,850M,2.6G,
SL_W군산소룡B1,8725,1733,10.110.183.32,10.110.183.1,10.113.224.8,DU25,850M,2.6G,2.1G
SL_W군산수송신평A0,8726,2411,33.6.227.136,33.6.227.129,10.113.224.8,DU25,850M,2.6G,
SL_W군산수송신평A1,8727,1550,10.110.137.88,10.110.137.65,10.113.224.8,DU25,850M,2.6G,
SL_W군산수송신평A2,8728,1550,10.110.137.96,10.110.137.65,10.113.224.8,DU25,850M,2.6G,
SL_W군산수송지구A0,8729,1519,10.110.129.144,10.110.129.129,10.113.224.8,DU25,850M,2.6G,2.1G
SL_W군산수송지구A1,8730,1519,10.110.129.152,10.110.129.129,10.113.224.8,DU25,850M,2.6G,2.1G
SL_M군산오식도A0,8731,1513,10.110.128.16,10.110.128.1,10.113.224.8,DU30A,850M,2.6G,2.1G
SL_M군산오식도A1,8732,2401,33.6.225.8,33.6.225.1,10.113.224.8,DU30A,850M,2.6G,
SL_M군산오식도B1,8733,1513,10.110.128.32,10.110.128.1,10.113.224.8,DU30A,850M,2.6G,
SL_W군산지곡초교A0,8734,2417,33.6.229..8,33.6.229.1,10.113.224.8,DU25,850M,2.6G,2.1G
SL_W군산지곡초교A1,8735,1546,10.110.136.88,10.110.136.65,10.113.224.8,DU25,850M,2.6G,
SL_W군산해망월명A0,8736,1548,10.110.136.208,10.110.136.193,10.113.224.8,DU25,850M,2.6G,
SL_M군산흥남동A0,8737,1505,10.110.126.16,10.110.126.1,10.113.224.8,DU30A,850M,2.6G,
SL_M군산흥남동A1,8738,1505,10.110.126.24,10.110.126.1,10.113.224.8,DU30A,850M,2.6G,2.1G
SLB_W군산경암뱅크B0,8739,1673,10.110.168.32,10.110.168.1,10.113.224.8,DU25,850M,2.6G,
SLB_W군산경암뱅크B1,8740,1673,10.110.168.40,10.110.168.1,10.113.224.8,DU25,850M,2.6G,
SLB_W군산경암뱅크B2,8741,1673,10.110.168.48,10.110.168.1,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W군산경암뱅크B3,8742,1673,10.110.168.42,10.110.168.1,10.113.224.8,DU25,850M,2.6G,
SLB_W군산경암뱅크A0,8744,1673,10.110.168.44,10.110.168.1,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W군산경암뱅크A1,8745,1773,10.110.193.32,10.110.193.1,10.113.224.8,DU25,850M,2.6G,
SLB_W군산경암뱅크A2,8746,2403,33.6.225.144,33.6.225.129,10.113.224.8,DU25,850M,2.6G,
SLB_W군산경암뱅크A3,8747,1773,10.110.193.48,10.110.193.1,10.113.224.8,DU25,850M,2.6G,
SLB_W군산경암뱅크A4,8748,1773,10.110.193.42,10.110.193.1,10.113.224.8,DU25,850M,2.6G,
SLB_W군산경암뱅크A5,8749,1773,10.110.193.50,10.110.193.1,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W군산나운뱅크B0,8750,1674,10.110.168.96,10.110.168.65,10.113.224.8,DU25,850M,2.6G,
SLB_W군산나운뱅크B1,8751,1674,10.110.168.104,10.110.168.65,10.113.224.8,DU25,850M,2.6G,
SLB_W군산나운뱅크B2,8752,1674,10.110.168.112,10.110.168.65,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W군산나운뱅크B3,8754,1774,10.110.193.88,10.110.193.65,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W군산나운뱅크A0,8756,1774,10.110.193.104,10.110.193.65,10.113.224.8,DU25,850M,2.6G,
SL_W전주삼천남초A0,50008,1705,10.110.176.16,10.110.176.1,10.113.229.8,DU25,850M,2.6G,
SL_W전주삼천효문A0,50009,1697,10.110.174.16,10.110.174.1,10.113.229.8,DU25,850M,2.6G,
SL_W전주삼천효문A1,50010,1697,10.110.174.24,10.110.174.1,10.113.229.8,DU25,850M,2.6G,
SLR_W전주색장A0,50011,2138,33.6.184.72,33.6.184.72,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W전주오거리A0,50013,1701,10.110.175.16,10.110.175.1,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W전주용복A0,50014,1696,10.110.173.208,10.110.173.193,10.113.229.8,DU25,850M,2.6G,
SL_M전주우체국A0,50016,1706,10.110.176.88,10.110.176.65,10.113.229.8,DU30A,850M,2.6G,
SL_M전주우체국A1,50017,1706,10.110.176.96,10.110.176.65,10.113.229.8,DU30A,850M,2.6G,2.1G
SL_M전주우체국C0,50018,1706,10.110.176.104,10.110.176.65,10.113.229.8,DU30A,850M,2.6G,2.1G
SL_M전주우체국B0,50019,1706,10.110.176.112,10.110.176.65,10.113.229.8,DU30A,850M,2.6G,
SL_M전주우체국B1,50020,1706,10.110.176.106,10.110.176.65,10.113.229.8,DU30A,850M,2.6G,
SL_M전주우체국C1,50021,1706,10.110.176.114,10.110.176.65,10.113.229.8,DU30A,850M,2.6G,2.1G
SLR_W전주전주대A0,50022,1736,10.110.183.208,10.110.183.193,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W전주전주대B0,50024,1736,10.110.183.224,10.110.183.193,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W전주전주대B1,50025,2284,33.6.70.200,33.6.70.193,10.113.229.8,DU25,850M,2.6G,
SL_W전주평화광진A0,50026,1702,10.110.175.80,10.110.175.65,10.113.229.8,DU25,850M,2.6G,
SL_W전주평화광진A1,50027,2412,33.6.227.200,33.6.227.193,10.113.229.8,DU25,850M,2.6G,
SLB_W전주서곡뱅크A0,50035,1699,10.110.174.160,10.110.174.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주서곡뱅크A1,50036,1699,10.110.174.168,10.110.174.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주서곡뱅크A2,50037,1699,10.110.174.176,10.110.174.129,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주서곡뱅크B0,50038,1699,10.110.174.170,10.110.174.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주서곡뱅크B1,50039,1699,10.110.174.178,10.110.174.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주중화뱅크B0,50041,1695,10.110.173.160,10.110.173.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주중화뱅크A0,50043,1695,10.110.173.176,10.110.173.129,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주중화뱅크B1,50045,1695,10.110.173.178,10.110.173.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주중화뱅크B2,50046,1695,10.110.173.172,10.110.173.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주중화뱅크B3,50047,1795,10.110.198.160,10.110.198.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주중화뱅크B4,50048,1795,10.110.198.168,10.110.198.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주중화뱅크A1,50049,1795,10.110.198.176,10.110.198.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주중화뱅크A2,50050,1795,10.110.198.170,10.110.198.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주중화뱅크A3,50051,1795,10.110.198.178,10.110.198.129,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주중화뱅크A4,50052,1795,10.110.198.172,10.110.198.129,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주진북뱅크A3,50053,1703,10.110.175.160,10.110.175.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주평화뱅크A2,50054,1707,10.110.176.160,10.110.176.129,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주평화뱅크A3,50055,2478,33.6.244.72,33.6.244.65,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주평화뱅크A4,50056,1707,10.110.176.176,10.110.176.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주평화뱅크A0,50058,1707,10.110.176.178,10.110.176.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주평화뱅크A1,50059,1707,10.110.176.172,10.110.176.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주효자뱅크A0,50060,1700,10.110.174.224,10.110.174.193,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주효자뱅크A1,50061,2283,33.6.70.136,33.6.70.129,10.113.229.8,DU25,850M,2.6G,
SLB_W전주효자뱅크A2,50062,1700,10.110.174.240,10.110.174.193,10.113.229.8,DU25,850M,2.6G,
SLB_W전주효자뱅크A3,50063,1700,10.110.174.234,10.110.174.193,10.113.229.8,DU25,850M,2.6G,
SLB_W전주효자뱅크A4,50064,1700,10.110.174.242,10.110.174.193,10.113.229.8,DU25,850M,2.6G,
SLR_W완주삼례A0,50066,2396,33.6.98.208,33.6.98.193,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W완주삼례B0,50067,2396,33.6.98.216,33.6.98.193,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W완주삼례B1,50068,2396,33.6.98.224,33.6.98.193,10.113.229.8,DU25,850M,2.6G,
SL_W완주삼례B2,50069,2396,33.6.98.200,33.6.98.193,10.113.229.8,DU25,850M,2.6G,2.1G
SLR_W전주금암A0,50070,1734,10.110.183.80,10.110.183.65,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W전주금암B0,50072,1734,10.110.183.96,10.110.183.65,10.113.229.8,DU25,850M,2.6G,2.1G
SLR_W전주금암수협A0,50073,1735,10.110.183.144,10.110.183.129,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W전주금암수협B0,50074,1735,10.110.183.152,10.110.183.129,10.113.229.8,DU25,850M,2.6G,2.1G
SL_M전주동산동C1,50076,1688,10.110.171.208,10.110.171.193,10.113.229.8,DU30A,850M,2.6G,
SL_M전주동산동A0,50077,1688,10.110.171.216,10.110.171.193,10.113.229.8,DU30A,850M,2.6G,2.1G
SL_M전주동산동B0,50078,1688,10.110.171.224,10.110.171.193,10.113.229.8,DU30A,850M,2.6G,2.1G
SL_W전주송천대명A0,50079,1687,10.110.171.144,10.110.171.129,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W전주송천대명A1,50080,1687,10.110.171.152,10.110.171.129,10.113.229.8,DU25,850M,2.6G,2.1G
SL_M전주송천주공A0,50081,1686,10.110.171.80,10.110.171.65,10.113.229.8,DU30A,850M,2.6G,2.1G
SL_M전주송천주공A1,50082,1686,10.110.171.88,10.110.171.65,10.113.229.8,DU30A,850M,2.6G,
SL_M전주송천주공B0,50083,1686,10.110.171.96,10.110.171.65,10.113.229.8,DU30A,850M,2.6G,
SL_M전주아중리A0,50084,1694,10.110.173.80,10.110.173.65,10.113.229.8,DU30A,850M,2.6G,2.1G
SL_M전주아중리A1,50085,1694,10.110.173.88,10.110.173.65,10.113.229.8,DU30A,850M,2.6G,2.1G
SL_M전주아중리B0,50086,1694,10.110.173.96,10.110.173.65,10.113.229.8,DU30A,850M,2.6G,2.1G
SLR_W전주여의A0,50088,1685,10.110.171.16,10.110.171.1,10.113.229.8,DU25,850M,2.6G,
SL_W전주여의B0,50089,1685,10.110.171.24,10.110.171.1,10.113.229.8,DU25,850M,2.6G,
SL_W전주여의D0,50090,1685,10.110.171.32,10.110.171.1,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W전주여의D1,50091,2342,33.6.85.72,33.6.85.65,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W전주전북대A0,50092,1693,10.110.173.16,10.110.173.1,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W전주전북대A1,50093,1693,10.110.173.24,10.110.173.1,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W전주팔복동A0,50094,1692,10.110.172.208,10.110.172.193,10.113.229.8,DU25,850M,2.6G,2.1G
SL_W전주팔복동A1,50095,1692,10.110.172.216,10.110.172.193,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주송천뱅크A0,50096,1676,10.110.168.232,10.110.168.193,10.113.229.8,DU25,850M,2.6G,
SLB_W전주송천뱅크A1,50097,1676,10.110.168.240,10.110.168.193,10.113.229.8,DU25,850M,2.6G,
SLB_W전주송천뱅크A2,50100,1676,10.110.168.236,10.110.168.193,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주송천뱅크A3,50101,1676,10.110.168.244,10.110.168.193,10.113.229.8,DU25,850M,2.6G,
SLB_W전주송천뱅크A4,50102,1676,10.110.168.238,10.110.168.193,10.113.229.8,DU25,850M,2.6G,
SLB_W전주송천뱅크B0,50103,1737,10.110.184.8,10.110.184.1,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주송천뱅크B1,50105,1737,10.110.184.24,10.110.184.1,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주송천뱅크B2,50107,1737,10.110.184.40,10.110.184.1,10.113.229.8,DU25,850M,2.6G,
SLB_W전주송천뱅크B3,50108,1737,10.110.184.48,10.110.184.1,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주우아뱅크B0,50110,1675,10.110.168.168,10.110.168.129,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전주우아뱅크B1,50112,1675,10.110.168.170,10.110.168.129,10.113.229.8,DU25,850M,2.6G,2.1G
